docid	DW
msmarco_passage_49_226025083	62
msmarco_passage_49_98247008	42
msmarco_passage_49_98252093	47
msmarco_passage_49_98252537	45
msmarco_passage_50_514442976	1133
msmarco_passage_50_514460049	1586
msmarco_passage_50_514479043	1632
msmarco_passage_50_515457920	1240
msmarco_passage_50_516179742	1323
msmarco_passage_50_516238069	1225
msmarco_passage_50_516267911	1222
msmarco_passage_50_516281002	1201
msmarco_passage_50_516291140	1201
msmarco_passage_50_516301825	1209
msmarco_passage_50_517196328	459
msmarco_passage_50_517232968	1863
msmarco_passage_50_517288499	2032
msmarco_passage_50_517974467	1992
msmarco_passage_50_518009408	2011
msmarco_passage_50_518276934	1646
msmarco_passage_50_518951984	1303
msmarco_passage_51_490411109	50
msmarco_passage_51_524506074	17
msmarco_passage_51_528538027	73
msmarco_passage_51_533633866	35
msmarco_passage_51_533634676	63
msmarco_passage_51_533771873	37
msmarco_passage_51_533772256	44
msmarco_passage_51_533773479	62
msmarco_passage_52_375548120	42
msmarco_passage_52_488145865	104
msmarco_passage_52_67346439	36
msmarco_passage_53_244607410	17
msmarco_passage_54_422636434	83
msmarco_passage_55_469346442	48
msmarco_passage_55_70670199	52
msmarco_passage_56_428681462	54
msmarco_passage_57_761526021	46
msmarco_passage_59_300592661	60
msmarco_passage_60_304423560	18538
msmarco_passage_61_328422608	45
msmarco_passage_61_516331441	77
msmarco_passage_61_638775570	55
msmarco_passage_64_459943268	34
msmarco_passage_64_719887685	42
msmarco_passage_64_719890930	70
msmarco_passage_64_719891461	73
msmarco_passage_64_719892009	59
msmarco_passage_65_634026753	47
msmarco_passage_66_473428972	54
msmarco_passage_66_578986398	61
msmarco_passage_68_251693598	74
msmarco_passage_68_251695805	33
msmarco_passage_68_251696143	40
msmarco_passage_68_263576146	62
msmarco_passage_68_449679036	33
msmarco_passage_68_500844109	14
msmarco_passage_00_664759883	29
msmarco_passage_01_514230544	42
msmarco_passage_02_669014196	61
msmarco_passage_02_848427118	1628
msmarco_passage_03_168974245	43
msmarco_passage_03_20086917	73
msmarco_passage_04_118839684	69
msmarco_passage_04_132914790	57
msmarco_passage_04_137801954	50
msmarco_passage_04_139001984	50
msmarco_passage_04_161524324	43
msmarco_passage_04_161524737	62
msmarco_passage_04_171118800	42
msmarco_passage_04_207858042	44
msmarco_passage_04_207858446	65
msmarco_passage_04_467186875	51
msmarco_passage_04_562785487	49
msmarco_passage_04_569592381	47
msmarco_passage_04_569594166	36
msmarco_passage_05_657316138	44
msmarco_passage_05_664503260	39
msmarco_passage_05_703518230	62
msmarco_passage_06_151256174	47
msmarco_passage_06_160161134	47
msmarco_passage_06_34455548	44
msmarco_passage_06_438590180	75
msmarco_passage_06_585394392	48
msmarco_passage_06_747270696	75
msmarco_passage_07_135332959	111
msmarco_passage_08_541583937	112
msmarco_passage_09_384160868	59
msmarco_passage_09_557436469	52
msmarco_passage_09_559265197	43
msmarco_passage_09_723508459	39
msmarco_passage_11_179941816	78
msmarco_passage_11_294326759	53
msmarco_passage_11_715297927	62
msmarco_passage_12_220715112	48
msmarco_passage_12_222415275	44
msmarco_passage_12_518757783	46
msmarco_passage_12_518765097	62
msmarco_passage_12_533650874	50
msmarco_passage_12_715971965	43
msmarco_passage_12_715972396	36
msmarco_passage_12_715972802	46
msmarco_passage_12_715973672	46
msmarco_passage_12_715974148	45
msmarco_passage_12_715976512	41
msmarco_passage_13_377962949	46
msmarco_passage_13_377964277	45
msmarco_passage_13_382133051	65
msmarco_passage_13_400982487	62
msmarco_passage_13_405029651	60
msmarco_passage_13_405030208	45
msmarco_passage_13_405031083	56
msmarco_passage_13_405287125	49
msmarco_passage_13_407066067	58
msmarco_passage_13_410708212	49
msmarco_passage_13_413571263	37
msmarco_passage_13_803479627	42
msmarco_passage_13_803480861	41
msmarco_passage_14_119201079	60
msmarco_passage_14_121028898	50
msmarco_passage_14_273634329	54
msmarco_passage_14_367243203	43
msmarco_passage_15_594830091	38
msmarco_passage_15_594830473	51
msmarco_passage_15_594830923	35
msmarco_passage_15_594831756	45
msmarco_passage_15_595810345	48
msmarco_passage_15_696200640	29
msmarco_passage_16_158697495	86
msmarco_passage_16_351187729	61
msmarco_passage_16_352494916	40
msmarco_passage_17_195340989	52
msmarco_passage_17_845763662	74
msmarco_passage_19_2139572	61
msmarco_passage_19_759892187	33
msmarco_passage_20_607436234	58
msmarco_passage_20_769520230	44
msmarco_passage_21_742235570	47
msmarco_passage_22_207883800	49
msmarco_passage_22_497667608	51
msmarco_passage_23_642993841	77
msmarco_passage_25_193838166	40
msmarco_passage_25_252494603	43
msmarco_passage_25_252495030	44
msmarco_passage_25_252495460	47
msmarco_passage_25_252495877	36
msmarco_passage_25_820451110	39
msmarco_passage_25_820452264	44
msmarco_passage_25_820453083	34
msmarco_passage_26_392198763	84
msmarco_passage_26_392201811	46
msmarco_passage_26_75328027	44
msmarco_passage_26_75335671	36
msmarco_passage_26_75338163	40
msmarco_passage_27_731193433	50
msmarco_passage_29_182767487	47
msmarco_passage_29_182767934	35
msmarco_passage_29_194281799	48
msmarco_passage_30_593268052	44
msmarco_passage_30_624783256	30
msmarco_passage_30_624788870	43
msmarco_passage_30_630358355	38
msmarco_passage_30_633693016	34
msmarco_passage_30_634600762	47
msmarco_passage_30_650629232	43
msmarco_passage_30_704772013	49
msmarco_passage_31_581238608	49
msmarco_passage_31_581239922	50
msmarco_passage_32_252606803	73
msmarco_passage_33_115454698	47
msmarco_passage_33_124897770	43
msmarco_passage_33_148813696	44
msmarco_passage_33_27027222	76
msmarco_passage_33_605484177	67
msmarco_passage_33_623243971	47
msmarco_passage_33_845483800	33
msmarco_passage_33_845892462	33
msmarco_passage_34_191629749	65
msmarco_passage_34_722997800	37
msmarco_passage_35_716462997	52
msmarco_passage_35_87146590	43
msmarco_passage_38_51622637	52
msmarco_passage_39_273305832	58
msmarco_passage_39_471980586	57
msmarco_passage_39_471988664	55
msmarco_passage_39_505816936	49
msmarco_passage_39_508438562	38
msmarco_passage_39_508441913	31
msmarco_passage_39_515839021	36
msmarco_passage_39_516890368	47
msmarco_passage_39_516892153	36
msmarco_passage_39_80544863	51
msmarco_passage_41_156063329	57
msmarco_passage_42_532027806	64
msmarco_passage_43_46196855	46
msmarco_passage_43_46197297	46
msmarco_passage_43_506308229	44
msmarco_passage_43_512894451	57
msmarco_passage_43_535974318	39
msmarco_passage_43_702277009	70
msmarco_passage_45_247334603	47
msmarco_passage_45_272395731	42
msmarco_passage_46_422769458	43
msmarco_passage_47_526823480	48
msmarco_passage_48_546420692	64
msmarco_passage_48_637676352	75
msmarco_passage_50_627659496	72
msmarco_passage_51_700522859	46
msmarco_passage_51_811642391	40
msmarco_passage_51_812183108	51
msmarco_passage_52_609503217	72
msmarco_passage_53_553942938	71
msmarco_passage_54_65779903	45
msmarco_passage_55_144665491	55
msmarco_passage_55_187983080	75
msmarco_passage_55_319481917	54
msmarco_passage_58_167063069	91
msmarco_passage_58_167063793	46
msmarco_passage_58_261510889	43
msmarco_passage_60_634074046	41
msmarco_passage_61_676686127	37
msmarco_passage_61_681436685	36
msmarco_passage_61_837942285	42
msmarco_passage_61_92311317	52
msmarco_passage_61_94453079	43
msmarco_passage_63_690576966	86
msmarco_passage_64_102939780	55
msmarco_passage_66_168030012	49
msmarco_passage_66_354925047	49
msmarco_passage_66_794320818	46
msmarco_passage_66_794475488	37
msmarco_passage_66_810221428	48
msmarco_passage_68_237752466	36
msmarco_passage_00_110824510	66
msmarco_passage_00_110862415	52
msmarco_passage_00_111299598	52
msmarco_passage_00_112959251	61
msmarco_passage_00_116354453	53
msmarco_passage_00_119062704	51
msmarco_passage_00_544345437	62
msmarco_passage_00_630244276	45
msmarco_passage_00_630248526	57
msmarco_passage_01_312764624	45
msmarco_passage_01_486694282	58
msmarco_passage_02_382664289	56
msmarco_passage_02_535692664	56
msmarco_passage_02_787567966	61
msmarco_passage_03_118152253	60
msmarco_passage_03_21116291	55
msmarco_passage_03_323748221	53
msmarco_passage_03_94129031	43
msmarco_passage_04_129665605	155
msmarco_passage_04_217570834	38
msmarco_passage_04_429506701	55
msmarco_passage_04_520252750	47
msmarco_passage_04_521834323	49
msmarco_passage_04_521835218	50
msmarco_passage_04_521947191	41
msmarco_passage_04_521947973	44
msmarco_passage_04_521953473	51
msmarco_passage_04_521954338	54
msmarco_passage_04_808001185	59
msmarco_passage_05_16764136	51
msmarco_passage_05_273235641	51
msmarco_passage_05_273662455	52
msmarco_passage_05_273663724	52
msmarco_passage_06_14502444	66
msmarco_passage_06_196554087	49
msmarco_passage_06_360355596	53
msmarco_passage_06_38286882	54
msmarco_passage_06_408839920	41
msmarco_passage_06_410015447	38
msmarco_passage_06_410166513	47
msmarco_passage_06_413011743	53
msmarco_passage_06_417578979	53
msmarco_passage_06_418691567	56
msmarco_passage_06_469338510	54
msmarco_passage_06_64427511	54
msmarco_passage_06_75043705	48
msmarco_passage_06_75045784	50
msmarco_passage_06_9627592	61
msmarco_passage_07_315020936	53
msmarco_passage_07_317254655	57
msmarco_passage_07_472850724	46
msmarco_passage_07_482632988	59
msmarco_passage_07_576912054	55
msmarco_passage_07_687321820	51
msmarco_passage_07_707498328	49
msmarco_passage_07_743849687	49
msmarco_passage_07_837991684	52
msmarco_passage_07_838685436	50
msmarco_passage_07_838777855	43
msmarco_passage_08_260661888	58
msmarco_passage_08_299421644	56
msmarco_passage_08_624074947	58
msmarco_passage_08_637483565	52
msmarco_passage_08_848211610	75
msmarco_passage_09_157612771	52
msmarco_passage_09_164844556	48
msmarco_passage_09_430963914	58
msmarco_passage_09_476575299	50
msmarco_passage_09_489170177	53
msmarco_passage_09_489171663	52
msmarco_passage_09_489172665	47
msmarco_passage_09_489173083	55
msmarco_passage_09_489174374	46
msmarco_passage_09_489547178	37
msmarco_passage_09_489548779	51
msmarco_passage_09_605003368	45
msmarco_passage_10_181512728	59
msmarco_passage_10_182470811	45
msmarco_passage_10_784119542	56
msmarco_passage_10_784311374	59
msmarco_passage_10_847133222	51
msmarco_passage_10_847135898	49
msmarco_passage_10_847136324	61
msmarco_passage_11_46859420	61
msmarco_passage_11_537790588	57
msmarco_passage_11_650116344	56
msmarco_passage_11_651152764	59
msmarco_passage_11_687126502	54
msmarco_passage_11_832654687	61
msmarco_passage_13_500660906	47
msmarco_passage_15_452982087	45
msmarco_passage_15_452986337	57
msmarco_passage_15_453166975	45
msmarco_passage_15_453171225	57
msmarco_passage_15_456367445	48
msmarco_passage_15_456621805	54
msmarco_passage_15_456936977	58
msmarco_passage_16_109185780	46
msmarco_passage_16_110239163	40
msmarco_passage_16_110443490	60
msmarco_passage_16_110444898	56
msmarco_passage_16_177736764	64
msmarco_passage_17_453128670	52
msmarco_passage_17_616736847	45
msmarco_passage_21_670562208	59
msmarco_passage_22_324032001	69
msmarco_passage_22_334363019	59
msmarco_passage_22_334366457	44
msmarco_passage_22_651405206	50
msmarco_passage_22_656147098	43
msmarco_passage_22_687059648	50
msmarco_passage_22_857584791	49
msmarco_passage_22_857585194	59
msmarco_passage_22_857856405	54
msmarco_passage_23_159413460	46
msmarco_passage_23_194207757	41
msmarco_passage_23_648676723	61
msmarco_passage_24_161922516	51
msmarco_passage_24_189076673	60
msmarco_passage_24_236277640	49
msmarco_passage_25_212932193	51
msmarco_passage_25_212938410	63
msmarco_passage_26_134856363	60
msmarco_passage_26_436255920	54
msmarco_passage_26_436258123	60
msmarco_passage_26_436259434	50
msmarco_passage_26_678359709	51
msmarco_passage_26_721793477	42
msmarco_passage_26_830666093	57
msmarco_passage_27_150053634	40
msmarco_passage_27_342412522	58
msmarco_passage_27_342485758	56
msmarco_passage_28_110988334	61
msmarco_passage_28_293369123	48
msmarco_passage_28_31656525	48
msmarco_passage_28_440932150	59
msmarco_passage_28_441912907	56
msmarco_passage_28_441913743	57
msmarco_passage_29_278932227	81
msmarco_passage_29_282045677	40
msmarco_passage_29_289307886	72
msmarco_passage_29_295123191	49
msmarco_passage_29_295125979	49
msmarco_passage_29_32599121	53
msmarco_passage_29_432757425	52
msmarco_passage_29_66600170	51
msmarco_passage_29_66601083	43
msmarco_passage_29_857448041	52
msmarco_passage_30_368695558	46
msmarco_passage_31_516408361	46
msmarco_passage_31_58814595	44
msmarco_passage_31_78042565	58
msmarco_passage_31_78431298	61
msmarco_passage_31_78480280	49
msmarco_passage_31_86157626	61
msmarco_passage_32_210123683	65
msmarco_passage_32_637102526	60
msmarco_passage_33_497448105	97
msmarco_passage_33_581761427	50
msmarco_passage_33_581886840	55
msmarco_passage_33_585287974	56
msmarco_passage_34_232922178	42
msmarco_passage_34_467443055	53
msmarco_passage_34_467702974	59
msmarco_passage_34_467728344	43
msmarco_passage_34_467730471	45
msmarco_passage_34_604124588	45
msmarco_passage_34_618940166	50
msmarco_passage_34_768559956	57
msmarco_passage_35_291373604	55
msmarco_passage_35_709958342	54
msmarco_passage_36_147482468	55
msmarco_passage_36_164304528	46
msmarco_passage_36_213593124	42
msmarco_passage_36_818647963	59
msmarco_passage_36_836353285	96
msmarco_passage_37_426724369	39
msmarco_passage_37_435888902	66
msmarco_passage_37_437257353	52
msmarco_passage_37_43965483	62
msmarco_passage_37_441053252	61
msmarco_passage_37_448420667	54
msmarco_passage_37_451071026	53
msmarco_passage_37_453002974	37
msmarco_passage_37_460844093	45
msmarco_passage_37_464018449	51
msmarco_passage_37_827830039	59
msmarco_passage_37_827830949	48
msmarco_passage_38_112669685	51
msmarco_passage_38_112678980	52
msmarco_passage_39_303605162	52
msmarco_passage_39_333637320	41
msmarco_passage_39_333638102	44
msmarco_passage_39_333643602	51
msmarco_passage_39_333644467	54
msmarco_passage_39_461698629	58
msmarco_passage_39_734425227	63
msmarco_passage_39_734733533	86
msmarco_passage_40_722654112	43
msmarco_passage_41_383971988	56
msmarco_passage_41_454115144	51
msmarco_passage_41_454125577	51
msmarco_passage_42_361470015	47
msmarco_passage_42_366392425	57
msmarco_passage_42_366832861	51
msmarco_passage_42_366835541	51
msmarco_passage_42_383768995	128
msmarco_passage_42_383857492	50
msmarco_passage_42_822024647	53
msmarco_passage_43_212440612	53
msmarco_passage_43_214675493	45
msmarco_passage_43_216806490	57
msmarco_passage_43_678616679	64
msmarco_passage_44_647092189	61
msmarco_passage_44_664874357	56
msmarco_passage_45_114493914	54
msmarco_passage_45_196550243	37
msmarco_passage_45_452238744	64
msmarco_passage_45_471077152	48
msmarco_passage_45_592196052	60
msmarco_passage_46_191259830	51
msmarco_passage_46_366822422	57
msmarco_passage_46_367240681	44
msmarco_passage_46_535851971	48
msmarco_passage_46_536603509	50
msmarco_passage_46_537113682	46
msmarco_passage_46_537946402	47
msmarco_passage_46_538953327	62
msmarco_passage_46_550046525	59
msmarco_passage_46_550180149	60
msmarco_passage_46_554901765	50
msmarco_passage_46_555888443	51
msmarco_passage_46_557897890	58
msmarco_passage_46_557936612	48
msmarco_passage_46_560210646	61
msmarco_passage_46_560756701	50
msmarco_passage_46_562507252	65
msmarco_passage_46_562686740	61
msmarco_passage_46_562717606	54
msmarco_passage_46_563630699	69
msmarco_passage_46_564744540	46
msmarco_passage_46_573969158	44
msmarco_passage_47_451771564	62
msmarco_passage_47_542096884	48
msmarco_passage_47_64838684	55
msmarco_passage_48_813319802	49
msmarco_passage_49_188630255	52
msmarco_passage_49_188631893	51
msmarco_passage_49_33434246	59
msmarco_passage_50_429747768	53
msmarco_passage_50_730053989	53
msmarco_passage_50_777549651	53
msmarco_passage_51_514747162	46
msmarco_passage_51_514752865	59
msmarco_passage_51_568424173	41
msmarco_passage_51_784569989	50
msmarco_passage_51_786497529	40
msmarco_passage_52_162791753	55
msmarco_passage_52_193921300	70
msmarco_passage_52_262250956	51
msmarco_passage_52_49275114	60
msmarco_passage_52_603019307	61
msmarco_passage_52_603021084	54
msmarco_passage_52_821400872	57
msmarco_passage_53_209653702	52
msmarco_passage_53_210960117	43
msmarco_passage_53_211424835	49
msmarco_passage_53_260814196	49
msmarco_passage_53_459368461	18268
msmarco_passage_53_667711203	58
msmarco_passage_53_667713130	56
msmarco_passage_53_667713642	51
msmarco_passage_53_734219613	59
msmarco_passage_54_278842072	59
msmarco_passage_54_281075869	49
msmarco_passage_57_427042351	41
msmarco_passage_57_484259394	44
msmarco_passage_57_493862439	50
msmarco_passage_57_756113750	56
msmarco_passage_57_835535914	52
msmarco_passage_58_247167594	62
msmarco_passage_58_249996325	62
msmarco_passage_58_637855325	49
msmarco_passage_58_834132112	45
msmarco_passage_58_855476511	51
msmarco_passage_58_855770512	56
msmarco_passage_58_855932931	61
msmarco_passage_58_856149254	50
msmarco_passage_58_856183112	51
msmarco_passage_58_859622903	48
msmarco_passage_59_212237634	59
msmarco_passage_59_212238120	58
msmarco_passage_59_212241163	55
msmarco_passage_59_212241604	55
msmarco_passage_60_292038407	58
msmarco_passage_60_420058894	55
msmarco_passage_60_420286742	58
msmarco_passage_60_630697145	50
msmarco_passage_60_696638365	57
msmarco_passage_60_696644315	57
msmarco_passage_60_697705617	56
msmarco_passage_60_701190419	56
msmarco_passage_60_702381347	57
